# Img1: OAS1_0001.img
# Img2: OAS1_0003.img
# Matches: 70
# Format: Img2 x2 y2 z2 s2 MatchIndexImg1 DistSqr
OAS1_0003.key	106.369484	97.879150	59.680523	4.991118	img1_000060	9698.000000
OAS1_0003.key	106.369484	97.879150	59.680523	4.991118	img1_000063	13322.000000
OAS1_0003.key	106.369484	97.879150	59.680523	4.991118	img1_000067	13454.000000
OAS1_0003.key	112.107094	99.727768	62.448524	5.330594	img1_000100	9022.000000
OAS1_0003.key	58.020435	70.750694	33.587765	5.535169	img1_000521	2748.000000
OAS1_0003.key	46.565281	131.826324	49.852928	4.476118	img1_000541	9088.000000
OAS1_0003.key	92.554832	132.505768	60.101734	4.005882	img1_000563	9532.000000
OAS1_0003.key	81.868095	88.607559	60.405586	3.965818	img1_000564	6782.000000
OAS1_0003.key	91.859802	102.581764	69.391884	3.936364	img1_000601	3442.000000
OAS1_0003.key	91.859802	102.581764	69.391884	3.936364	img1_000602	3138.000000
OAS1_0003.key	134.638504	136.380203	76.258316	4.301110	img1_000638	7852.000000
OAS1_0003.key	87.832481	94.596558	99.470619	5.337955	img1_000856	5048.000000
OAS1_0003.key	87.832481	94.596558	99.470619	5.337955	img1_000857	4168.000000
OAS1_0003.key	81.275620	125.366631	77.176826	4.417838	img1_001245	4460.000000
OAS1_0003.key	89.214592	172.572479	78.810944	5.405180	img1_001282	9108.000000
OAS1_0003.key	61.496124	95.032066	58.009949	4.152257	img1_001372	11158.000000
OAS1_0003.key	105.294609	79.507416	73.074554	4.213594	img1_001428	3846.000000
OAS1_0003.key	66.135551	82.217102	73.843330	4.368735	img1_001438	6154.000000
OAS1_0003.key	66.135551	82.217102	73.843330	4.368735	img1_001439	9714.000000
OAS1_0003.key	140.826569	80.733337	78.721741	5.470995	img1_001450	10572.000000
OAS1_0003.key	86.936569	150.860977	82.458839	7.642426	img1_001466	10762.000000
OAS1_0003.key	96.653122	183.097549	77.344002	6.702715	img1_001468	5968.000000
OAS1_0003.key	36.545742	92.489578	84.576965	5.071018	img1_001469	9014.000000
OAS1_0003.key	42.300430	127.579659	79.984634	5.119637	img1_001473	9142.000000
OAS1_0003.key	135.327225	123.532928	81.854904	5.404991	img1_001524	10004.000000
OAS1_0003.key	50.979858	128.422089	95.113823	6.898809	img1_001577	6328.000000
OAS1_0003.key	50.979858	128.422089	95.113823	6.898809	img1_001578	4922.000000
OAS1_0003.key	30.566494	106.419701	113.313828	5.102561	img1_001633	3148.000000
OAS1_0003.key	78.801353	87.700676	76.579330	5.532852	img1_001776	4142.000000
OAS1_0003.key	92.461617	68.851318	47.255096	6.658267	img1_001811	5424.000000
OAS1_0003.key	39.086853	93.052170	62.472919	8.606738	img1_001827	8368.000000
OAS1_0003.key	62.553082	85.143974	65.597771	5.510650	img1_001846	12658.000000
OAS1_0003.key	32.328941	123.397720	70.838364	6.916910	img1_001855	3486.000000
OAS1_0003.key	87.584152	85.003555	87.416428	7.861298	img1_001871	14080.000000
OAS1_0003.key	86.506653	78.800194	44.013206	6.623006	img1_001915	3942.000000
OAS1_0003.key	94.333908	87.453735	76.597176	5.302495	img1_001938	11852.000000
OAS1_0003.key	88.043892	116.052452	75.117485	4.826179	img1_001943	14766.000000
OAS1_0003.key	74.993057	145.397263	82.978401	8.296105	img1_001951	2010.000000
OAS1_0003.key	101.719910	146.065887	82.140358	8.095836	img1_001952	3090.000000
OAS1_0003.key	127.920959	138.393082	44.183666	6.444608	img1_001956	3076.000000
OAS1_0003.key	127.920959	138.393082	44.183666	6.444608	img1_001957	3542.000000
OAS1_0003.key	125.508446	77.765602	85.033554	8.286558	img1_001974	13350.000000
OAS1_0003.key	61.107182	93.714088	39.387028	10.312076	img1_002017	3336.000000
OAS1_0003.key	61.107182	93.714088	39.387028	10.312076	img1_002018	3600.000000
OAS1_0003.key	87.156403	80.398094	73.481491	10.964511	img1_002019	5310.000000
OAS1_0003.key	87.156403	80.398094	73.481491	10.964511	img1_002020	3754.000000
OAS1_0003.key	102.914230	105.901726	100.387672	9.814798	img1_002031	4206.000000
OAS1_0003.key	71.304878	83.318611	41.347786	8.910693	img1_002045	3592.000000
OAS1_0003.key	71.304878	83.318611	41.347786	8.910693	img1_002046	4570.000000
OAS1_0003.key	71.304878	83.318611	41.347786	8.910693	img1_002048	5320.000000
OAS1_0003.key	96.479584	174.785828	65.334038	10.994334	img1_002059	3468.000000
OAS1_0003.key	128.568253	72.279144	71.293198	9.024846	img1_002060	9096.000000
OAS1_0003.key	118.773163	92.676544	76.664268	8.888447	img1_002069	7904.000000
OAS1_0003.key	118.773163	92.676544	76.664268	8.888447	img1_002070	7506.000000
OAS1_0003.key	118.773163	92.676544	76.664268	8.888447	img1_002071	8876.000000
OAS1_0003.key	58.924202	98.675964	74.178223	8.846118	img1_002078	12348.000000
OAS1_0003.key	102.449524	175.476379	92.371803	13.396184	img1_002080	2366.000000
OAS1_0003.key	124.803017	76.961685	90.427277	10.617743	img1_002085	8338.000000
OAS1_0003.key	124.803017	76.961685	90.427277	10.617743	img1_002086	9074.000000
OAS1_0003.key	51.725040	86.586716	98.488716	11.279262	img1_002088	6338.000000
OAS1_0003.key	51.725040	86.586716	98.488716	11.279262	img1_002089	6894.000000
OAS1_0003.key	107.221397	85.117020	93.282936	10.736083	img1_002101	10836.000000
OAS1_0003.key	107.221397	85.117020	93.282936	10.736083	img1_002102	9670.000000
OAS1_0003.key	64.803131	85.108765	91.194252	10.740100	img1_002103	6508.000000
OAS1_0003.key	64.803131	85.108765	91.194252	10.740100	img1_002104	7354.000000
OAS1_0003.key	87.342697	119.591850	51.312943	15.860103	img1_002110	1660.000000
OAS1_0003.key	88.458466	131.340073	87.957031	16.672064	img1_002115	5800.000000
OAS1_0003.key	133.620407	113.994072	49.056370	17.284229	img1_002120	1750.000000
OAS1_0003.key	43.514706	117.283890	46.741680	17.197348	img1_002121	840.000000
OAS1_0003.key	70.035126	111.882072	77.193871	16.157564	img1_002130	5978.000000
