# Img1: OAS1_0001.img
# Img2: OAS1_0002.img
# Matches: 33
# Format: Img2 x2 y2 z2 s2 MatchIndexImg1 DistSqr
OAS1_0002.key	105.623421	97.217995	46.843513	4.332222	img1_000032	6472.000000
OAS1_0002.key	105.623421	97.217995	46.843513	4.332222	img1_000033	5874.000000
OAS1_0002.key	105.623421	97.217995	46.843513	4.332222	img1_000034	4352.000000
OAS1_0002.key	86.672989	104.788422	58.493755	4.049264	img1_000082	3536.000000
OAS1_0002.key	86.672989	104.788422	58.493755	4.049264	img1_000083	6502.000000
OAS1_0002.key	86.672989	104.788422	58.493755	4.049264	img1_000084	5376.000000
OAS1_0002.key	86.672989	104.788422	58.493755	4.049264	img1_000085	4630.000000
OAS1_0002.key	50.656326	98.552002	84.645203	4.261503	img1_000164	4610.000000
OAS1_0002.key	50.222641	70.221107	36.318909	3.959753	img1_000524	6270.000000
OAS1_0002.key	51.589993	130.495605	47.564415	4.923940	img1_000542	7952.000000
OAS1_0002.key	100.828766	114.533226	52.812199	4.079775	img1_000546	6994.000000
OAS1_0002.key	100.828766	114.533226	52.812199	4.079775	img1_000548	4902.000000
OAS1_0002.key	133.315857	146.279831	77.151619	4.848233	img1_000693	9126.000000
OAS1_0002.key	135.941223	106.262924	113.247955	5.331706	img1_000934	9278.000000
OAS1_0002.key	94.887932	125.627037	123.303558	5.079114	img1_001068	7714.000000
OAS1_0002.key	101.499420	126.388985	45.442253	4.029316	img1_001207	3202.000000
OAS1_0002.key	131.454407	129.923172	74.245903	4.990806	img1_001232	7066.000000
OAS1_0002.key	42.961548	113.499680	79.079224	7.557943	img1_001257	11546.000000
OAS1_0002.key	106.422806	156.255112	112.660782	3.972741	img1_001294	9406.000000
OAS1_0002.key	137.211212	79.268616	82.511414	5.460132	img1_001448	12358.000000
OAS1_0002.key	36.586166	120.661026	86.198357	4.608157	img1_001471	9502.000000
OAS1_0002.key	149.577118	109.727913	86.638374	4.293512	img1_001522	12086.000000
OAS1_0002.key	42.619205	143.090561	81.653793	6.362679	img1_001537	10452.000000
OAS1_0002.key	67.861610	36.477909	107.069130	7.033588	img1_001586	3826.000000
OAS1_0002.key	46.781013	99.372925	69.463875	5.640116	img1_001835	14768.000000
OAS1_0002.key	87.132805	113.765175	56.715641	8.277708	img1_001926	5062.000000
OAS1_0002.key	123.694168	79.759956	83.542320	8.273657	img1_001979	15478.000000
OAS1_0002.key	114.235405	93.138306	76.872627	9.546243	img1_002070	10580.000000
OAS1_0002.key	114.235405	93.138306	76.872627	9.546243	img1_002071	9452.000000
OAS1_0002.key	114.235405	93.138306	76.872627	9.546243	img1_002072	10772.000000
OAS1_0002.key	86.669067	120.620171	47.260212	17.311848	img1_002110	4518.000000
OAS1_0002.key	127.281021	118.379807	45.249390	19.560690	img1_002120	2838.000000
OAS1_0002.key	46.735828	119.788719	47.235325	18.907681	img1_002121	1236.000000
